"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neurotocism","agreeableness","conscientiousness","openness"
17,"Male","US",2,2,3,5,5,4,4,4,1,2,4,3,5,5,5,"2, 2, 3","5, 5, 4","4 4 1","2 4 3","5 5 5"
17,"Female","US",5,5,5,3,3,3,4,3,3,3,3,2,3,5,3,"5, 5, 5","3, 3, 3","4 3 3","3 3 2","3 5 3"
19,"Female","AU",3,4,3,1,2,3,4,4,3,3,4,2,2,4,3,"3, 4, 3","1, 2, 3","4 4 3","3 4 2","2 4 3"
18,"Male","US",1,4,1,3,3,1,3,1,2,2,5,3,3,5,5,"1, 4, 1","3, 3, 1","3 1 2","2 5 3","3 5 5"
23,"Female","MY",1,2,4,5,2,3,3,4,3,3,3,5,4,3,2,"1, 2, 4","5, 2, 3","3 4 3","3 3 5","4 3 2"
20,"Female","IN",5,5,1,5,1,1,5,5,5,1,5,4,5,4,4,"5, 5, 1","5, 1, 1","5 5 5","1 5 4","5 4 4"
19,"Female","MY",4,3,3,4,4,5,4,4,5,3,3,3,4,5,4,"4, 3, 3","4, 4, 5","4 4 5","3 3 3","4 5 4"
23,"Male","IN",4,4,4,1,3,2,4,5,4,3,4,4,4,4,4,"4, 4, 4","1, 3, 2","4 5 4","3 4 4","4 4 4"
14,"Male","US",1,3,1,2,3,3,2,1,3,3,5,3,5,4,5,"1, 3, 1","2, 3, 3","2 1 3","3 5 3","5 4 5"
18,"Male","IN",1,4,1,3,5,3,4,4,3,2,5,1,4,2,5,"1, 4, 1","3, 5, 3","4 4 3","2 5 1","4 2 5"
18,"Female","US",4,5,5,1,1,1,5,4,5,2,2,1,5,3,3,"4, 5, 5","1, 1, 1","5 4 5","2 2 1","5 3 3"
16,"Male","KW",2,3,1,4,5,4,3,2,4,2,4,1,4,3,4,"2, 3, 1","4, 5, 4","3 2 4","2 4 1","4 3 4"
23,"Female","OM",3,4,3,2,4,4,4,4,5,5,5,5,4,3,3,"3, 4, 3","2, 4, 4","4 4 5","5 5 5","4 3 3"
22,"Female","IN",5,5,5,3,3,3,5,5,4,5,5,5,3,5,3,"5, 5, 5","3, 3, 3","5 5 4","5 5 5","3 5 3"
19,"Male","US",1,2,2,2,2,2,4,4,4,3,3,3,5,3,5,"1, 2, 2","2, 2, 2","4 4 4","3 3 3","5 3 5"
21,"Male","US",3,3,3,3,5,4,4,4,3,4,5,2,4,4,5,"3, 3, 3","3, 5, 4","4 4 3","4 5 2","4 4 5"
19,"Male","MY",1,1,1,5,5,5,1,3,3,3,3,2,5,3,1,"1, 1, 1","5, 5, 5","1 3 3","3 3 2","5 3 1"
14,"Male","AU",1,5,3,3,5,5,5,5,4,1,3,3,4,3,4,"1, 5, 3","3, 5, 5","5 5 4","1 3 3","4 3 4"
39,"Female","AU",5,5,5,5,5,3,5,5,5,3,4,3,5,5,5,"5, 5, 5","5, 5, 3","5 5 5","3 4 3","5 5 5"
26,"Male","DK",1,2,1,1,5,1,3,5,1,3,5,3,5,1,3,"1, 2, 1","1, 5, 1","3 5 1","3 5 3","5 1 3"
48,"Male","GB",1,5,4,1,3,2,5,4,4,4,4,4,5,5,5,"1, 5, 4","1, 3, 2","5 4 4","4 4 4","5 5 5"
33,"Female","NZ",1,2,4,3,4,4,3,2,2,3,4,4,3,4,3,"1, 2, 4","3, 4, 4","3 2 2","3 4 4","3 4 3"
20,"Male","ID",2,2,3,1,4,3,3,2,4,5,3,3,4,3,3,"2, 2, 3","1, 4, 3","3 2 4","5 3 3","4 3 3"
22,"Female","DK",4,5,4,3,4,2,5,5,5,4,4,5,3,4,4,"4, 5, 4","3, 4, 2","5 5 5","4 4 5","3 4 4"
21,"Male","TR",1,5,2,3,5,1,1,1,1,5,5,5,3,5,3,"1, 5, 2","3, 5, 1","1 1 1","5 5 5","3 5 3"
29,"Female","GB",1,4,2,4,5,4,2,2,2,5,5,4,4,2,3,"1, 4, 2","4, 5, 4","2 2 2","5 5 4","4 2 3"
43,"Male","AU",3,4,4,4,4,4,4,4,4,3,3,2,4,4,4,"3, 4, 4","4, 4, 4","4 4 4","3 3 2","4 4 4"
13,"Female","SG",1,2,4,3,5,4,4,2,4,3,5,2,4,5,5,"1, 2, 4","3, 5, 4","4 2 4","3 5 2","4 5 5"
22,"Male","IN",2,2,5,1,4,5,3,5,4,3,3,3,2,4,4,"2, 2, 5","1, 4, 5","3 5 4","3 3 3","2 4 4"
23,"Female","GB",4,3,4,3,5,5,5,5,4,5,5,3,5,2,3,"4, 3, 4","3, 5, 5","5 5 4","5 5 3","5 2 3"
24,"Male","LT",3,3,3,1,4,3,4,5,2,3,5,5,4,3,1,"3, 3, 3","1, 4, 3","4 5 2","3 5 5","4 3 1"
39,"Male","GB",2,2,2,4,5,4,4,5,3,5,5,4,5,4,5,"2, 2, 2","4, 5, 4","4 5 3","5 5 4","5 4 5"
29,"Female","AU",4,3,5,4,5,1,5,5,4,4,5,3,5,4,5,"4, 3, 5","4, 5, 1","5 5 4","4 5 3","5 4 5"
39,"Male","IE",2,4,5,4,5,2,4,5,4,3,4,2,5,4,2,"2, 4, 5","4, 5, 2","4 5 4","3 4 2","5 4 2"
26,"Female","US",2,2,2,4,4,4,2,4,3,2,4,2,2,2,2,"2, 2, 2","4, 4, 4","2 4 3","2 4 2","2 2 2"
17,"Female","GB",4,3,4,5,5,5,5,4,4,3,5,1,5,5,5,"4, 3, 4","5, 5, 5","5 4 4","3 5 1","5 5 5"
18,"Female","AU",5,5,5,4,5,4,5,5,4,3,4,3,3,4,3,"5, 5, 5","4, 5, 4","5 5 4","3 4 3","3 4 3"
17,"Female","IL",3,4,4,3,3,3,4,2,4,5,2,1,4,4,5,"3, 4, 4","3, 3, 3","4 2 4","5 2 1","4 4 5"
26,"Female","IN",5,5,5,1,3,5,5,3,3,5,5,4,3,5,3,"5, 5, 5","1, 3, 5","5 3 3","5 5 4","3 5 3"
17,"Male","GB",2,3,2,4,5,3,5,5,3,3,4,3,5,2,5,"2, 3, 2","4, 5, 3","5 5 3","3 4 3","5 2 5"
16,"Female","GB",4,2,2,3,5,5,3,2,2,5,4,4,3,3,2,"4, 2, 2","3, 5, 5","3 2 2","5 4 4","3 3 2"
17,"Female","GB",2,4,3,5,5,3,4,5,4,5,4,4,5,4,3,"2, 4, 3","5, 5, 3","4 5 4","5 4 4","5 4 3"
35,"Male","PL",3,5,3,1,1,4,4,2,3,4,2,2,4,5,5,"3, 5, 3","1, 1, 4","4 2 3","4 2 2","4 5 5"
39,"Female","DE",1,2,2,4,4,3,4,4,4,4,4,4,2,4,3,"1, 2, 2","4, 4, 3","4 4 4","4 4 4","2 4 3"
18,"Female","GB",2,2,2,3,4,3,3,3,3,2,4,3,5,3,4,"2, 2, 2","3, 4, 3","3 3 3","2 4 3","5 3 4"
29,"Female","MY",2,2,2,3,3,4,3,4,3,4,2,4,2,4,3,"2, 2, 2","3, 3, 4","3 4 3","4 2 4","2 4 3"
15,"Female","ID",1,1,3,5,3,5,1,4,4,2,3,1,5,5,5,"1, 1, 3","5, 3, 5","1 4 4","2 3 1","5 5 5"
15,"Male","IN",1,1,1,5,5,5,2,5,1,1,5,1,5,5,5,"1, 1, 1","5, 5, 5","2 5 1","1 5 1","5 5 5"
16,"Male","AE",1,4,5,5,5,5,5,5,5,4,5,4,3,5,2,"1, 4, 5","5, 5, 5","5 5 5","4 5 4","3 5 2"
20,"Female","LT",3,4,3,3,5,3,5,5,5,2,5,2,5,5,5,"3, 4, 3","3, 5, 3","5 5 5","2 5 2","5 5 5"
19,"Male","PK",1,1,1,1,2,4,1,1,1,1,3,1,1,4,4,"1, 1, 1","1, 2, 4","1 1 1","1 3 1","1 4 4"
42,"Female","GB",3,3,4,4,5,5,4,5,4,2,4,2,5,5,3,"3, 3, 4","4, 5, 5","4 5 4","2 4 2","5 5 3"
19,"Male","MY",2,2,3,3,4,3,4,4,4,4,3,3,4,4,4,"2, 2, 3","3, 4, 3","4 4 4","4 3 3","4 4 4"
18,"Female","BT",1,1,5,5,5,4,4,3,1,5,4,4,4,4,3,"1, 1, 5","5, 5, 4","4 3 1","5 4 4","4 4 3"
17,"Male","ID",1,3,2,2,3,2,2,3,3,4,3,4,3,4,3,"1, 3, 2","2, 3, 2","2 3 3","4 3 4","3 4 3"
15,"Female","DE",1,1,2,5,5,5,4,3,3,3,4,1,5,5,4,"1, 1, 2","5, 5, 5","4 3 3","3 4 1","5 5 4"
42,"Female","DK",3,5,5,1,2,1,5,5,5,4,3,1,5,5,4,"3, 5, 5","1, 2, 1","5 5 5","4 3 1","5 5 4"
25,"Female","US",1,3,3,5,5,5,5,5,4,2,3,2,3,5,3,"1, 3, 3","5, 5, 5","5 5 4","2 3 2","3 5 3"
15,"Male","CA",2,3,2,5,4,3,4,4,3,3,4,1,3,3,3,"2, 3, 2","5, 4, 3","4 4 3","3 4 1","3 3 3"
17,"Female","IN",1,5,5,5,5,5,3,5,4,2,5,5,5,4,4,"1, 5, 5","5, 5, 5","3 5 4","2 5 5","5 4 4"
16,"Female","IN",3,5,3,5,5,5,4,5,5,1,1,1,5,5,5,"3, 5, 3","5, 5, 5","4 5 5","1 1 1","5 5 5"
26,"Male","AR",2,4,5,3,5,4,4,4,4,4,5,5,5,4,4,"2, 4, 5","3, 5, 4","4 4 4","4 5 5","5 4 4"
19,"Other","RO",1,2,1,2,2,2,2,4,3,2,3,1,5,4,3,"1, 2, 1","2, 2, 2","2 4 3","2 3 1","5 4 3"
37,"Female","RS",1,3,3,4,5,2,3,4,3,5,4,4,4,5,3,"1, 3, 3","4, 5, 2","3 4 3","5 4 4","4 5 3"
24,"Male","IN",3,4,2,4,5,5,3,5,4,3,5,3,4,4,4,"3, 4, 2","4, 5, 5","3 5 4","3 5 3","4 4 4"
19,"Female","PH",5,4,2,3,3,2,4,4,5,3,2,1,4,5,3,"5, 4, 2","3, 3, 2","4 4 5","3 2 1","4 5 3"
36,"Male","US",1,2,2,3,4,1,4,5,5,2,3,4,4,4,5,"1, 2, 2","3, 4, 1","4 5 5","2 3 4","4 4 5"
16,"Male","IN",3,4,4,4,3,4,4,4,3,2,4,2,3,4,4,"3, 4, 4","4, 3, 4","4 4 3","2 4 2","3 4 4"
24,"Male","IN",3,4,3,2,4,4,3,4,4,3,5,3,4,5,4,"3, 4, 3","2, 4, 4","3 4 4","3 5 3","4 5 4"
26,"Female","GH",4,5,5,3,3,2,4,3,5,4,5,5,4,3,5,"4, 5, 5","3, 3, 2","4 3 5","4 5 5","4 3 5"
20,"Male","PH",1,5,4,5,5,4,5,5,5,3,5,4,4,5,5,"1, 5, 4","5, 5, 4","5 5 5","3 5 4","4 5 5"
38,"Female","NL",1,1,1,5,5,5,2,3,3,1,2,4,4,3,2,"1, 1, 1","5, 5, 5","2 3 3","1 2 4","4 3 2"
15,"Female","US",1,1,1,4,4,1,3,3,3,5,4,2,5,4,5,"1, 1, 1","4, 4, 1","3 3 3","5 4 2","5 4 5"
17,"Female","DK",2,3,2,3,4,3,4,3,3,4,4,3,5,3,4,"2, 3, 2","3, 4, 3","4 3 3","4 4 3","5 3 4"
22,"Male","AU",1,3,1,4,5,4,4,5,3,3,4,4,5,5,1,"1, 3, 1","4, 5, 4","4 5 3","3 4 4","5 5 1"
20,"Female","MU",4,5,4,4,4,2,5,5,5,5,5,5,1,5,5,"4, 5, 4","4, 4, 2","5 5 5","5 5 5","1 5 5"
27,"Female","KE",1,3,3,1,1,1,5,5,1,5,5,1,5,5,2,"1, 3, 3","1, 1, 1","5 5 1","5 5 1","5 5 2"
42,"Female","PH",3,4,5,5,5,3,4,5,4,4,5,5,5,5,5,"3, 4, 5","5, 5, 3","4 5 4","4 5 5","5 5 5"
25,"Female","GB",2,3,3,3,4,3,4,5,3,4,5,4,4,4,4,"2, 3, 3","3, 4, 3","4 5 3","4 5 4","4 4 4"
39,"Female","US",4,5,5,4,4,3,5,4,4,5,4,5,4,4,4,"4, 5, 5","4, 4, 3","5 4 4","5 4 5","4 4 4"
23,"Male","IN",3,4,2,4,4,2,2,2,4,2,4,3,3,4,4,"3, 4, 2","4, 4, 2","2 2 4","2 4 3","3 4 4"
14,"Female","PH",1,1,2,5,5,5,3,3,3,3,2,1,5,1,4,"1, 1, 2","5, 5, 5","3 3 3","3 2 1","5 1 4"
21,"Female","GB",3,5,5,4,4,1,4,3,5,5,2,4,3,3,3,"3, 5, 5","4, 4, 1","4 3 5","5 2 4","3 3 3"
43,"Female","US",2,2,3,4,3,3,2,4,3,4,4,4,5,5,5,"2, 2, 3","4, 3, 3","2 4 3","4 4 4","5 5 5"
20,"Female","BR",1,1,1,5,5,5,3,3,1,1,3,3,2,2,2,"1, 1, 1","5, 5, 5","3 3 1","1 3 3","2 2 2"
19,"Female","HR",2,1,1,5,4,5,4,3,3,2,5,1,5,4,5,"2, 1, 1","5, 4, 5","4 3 3","2 5 1","5 4 5"
29,"Female","GB",5,5,4,5,4,4,4,4,5,3,3,3,4,4,5,"5, 5, 4","5, 4, 4","4 4 5","3 3 3","4 4 5"
23,"Female","GB",3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,"3, 5, 5","3, 5, 4","4 5 5","5 5 5","5 5 5"
13,"Male","GB",1,3,1,1,3,1,1,5,5,1,5,2,4,5,3,"1, 3, 1","1, 3, 1","1 5 5","1 5 2","4 5 3"
17,"Female","GB",4,4,4,4,5,5,4,4,4,3,4,3,3,4,2,"4, 4, 4","4, 5, 5","4 4 4","3 4 3","3 4 2"
21,"Female","PH",4,4,2,1,2,2,4,4,4,2,2,1,3,4,3,"4, 4, 2","1, 2, 2","4 4 4","2 2 1","3 4 3"
35,"Male","US",3,4,5,3,4,2,4,5,4,4,4,5,4,5,4,"3, 4, 5","3, 4, 2","4 5 4","4 4 5","4 5 4"
29,"Female","US",3,5,5,5,4,4,5,5,5,3,5,4,5,4,4,"3, 5, 5","5, 4, 4","5 5 5","3 5 4","5 4 4"
13,"Male","US",3,3,4,1,2,1,3,4,4,4,4,5,5,4,5,"3, 3, 4","1, 2, 1","3 4 4","4 4 5","5 4 5"
13,"Female","US",2,4,3,1,2,2,2,4,2,5,3,3,1,3,3,"2, 4, 3","1, 2, 2","2 4 2","5 3 3","1 3 3"
13,"Male","US",2,2,2,1,2,1,4,1,3,4,3,1,4,5,2,"2, 2, 2","1, 2, 1","4 1 3","4 3 1","4 5 2"
13,"Male","US",3,3,2,4,5,5,4,3,4,4,3,3,5,5,5,"3, 3, 2","4, 5, 5","4 3 4","4 3 3","5 5 5"
13,"Female","US",4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,"4, 4, 4","3, 3, 3","4 3 3","4 4 3","3 3 3"
13,"Female","US",4,3,4,5,5,4,4,4,5,5,5,5,4,3,4,"4, 3, 4","5, 5, 4","4 4 5","5 5 5","4 3 4"
13,"Male","US",5,5,4,4,3,2,5,3,3,2,5,3,5,5,5,"5, 5, 4","4, 3, 2","5 3 3","2 5 3","5 5 5"
13,"Male","US",4,4,5,1,1,1,3,4,2,5,4,3,4,4,5,"4, 4, 5","1, 1, 1","3 4 2","5 4 3","4 4 5"
13,"Female","US",4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,"4, 4, 4","2, 2, 2","4 3 4","4 4 3","4 4 4"
13,"Male","US",1,5,5,4,5,1,5,1,3,1,3,3,4,5,5,"1, 5, 5","4, 5, 1","5 1 3","1 3 3","4 5 5"
13,"Female","US",3,4,4,4,5,5,4,4,4,1,2,2,3,1,3,"3, 4, 4","4, 5, 5","4 4 4","1 2 2","3 1 3"
14,"Male","US",5,4,5,2,2,2,4,5,3,3,3,3,4,5,5,"5, 4, 5","2, 2, 2","4 5 3","3 3 3","4 5 5"
13,"Female","US",2,3,3,3,4,2,3,4,3,4,4,4,2,4,5,"2, 3, 3","3, 4, 2","3 4 3","4 4 4","2 4 5"
13,"Male","US",5,4,4,2,4,1,4,3,3,4,3,4,1,2,2,"5, 4, 4","2, 4, 1","4 3 3","4 3 4","1 2 2"
13,"Female","US",3,5,5,3,5,5,5,3,3,4,5,5,4,3,3,"3, 5, 5","3, 5, 5","5 3 3","4 5 5","4 3 3"
14,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,"1, 1, 1","1, 1, 1","1 1 1","1 1 1","1 5 1"
13,"Male","US",3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,"3, 5, 5","1, 1, 1","5 5 5","5 5 5","5 5 5"
13,"Male","US",5,5,5,1,1,1,4,3,2,4,4,2,2,3,4,"5, 5, 5","1, 1, 1","4 3 2","4 4 2","2 3 4"
13,"Male","US",5,5,5,1,1,1,5,3,3,5,5,5,5,5,5,"5, 5, 5","1, 1, 1","5 3 3","5 5 5","5 5 5"
14,"Female","US",3,3,2,2,3,2,5,4,5,3,2,3,4,2,3,"3, 3, 2","2, 3, 2","5 4 5","3 2 3","4 2 3"
13,"Female","US",5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,"5, 5, 5","2, 1, 1","5 5 5","5 5 5","5 5 5"
13,"Male","US",1,2,2,4,4,4,3,2,2,3,3,5,5,2,2,"1, 2, 2","4, 4, 4","3 2 2","3 3 5","5 2 2"
13,"Female","US",5,5,5,1,3,1,4,4,5,1,3,1,4,1,4,"5, 5, 5","1, 3, 1","4 4 5","1 3 1","4 1 4"
14,"Male","US",4,5,5,5,5,3,5,5,3,2,5,4,5,3,5,"4, 5, 5","5, 5, 3","5 5 3","2 5 4","5 3 5"
25,"Male","SG",4,2,1,4,2,1,2,2,4,4,5,2,5,4,5,"4, 2, 1","4, 2, 1","2 2 4","4 5 2","5 4 5"
13,"Female","US",5,1,5,2,3,2,5,4,3,4,4,4,4,4,3,"5, 1, 5","2, 3, 2","5 4 3","4 4 4","4 4 3"
13,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,"5, 5, 5","1, 1, 1","5 5 5","5 5 5","5 5 5"
24,"Female","PK",5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,"5, 5, 1","5, 5, 5","1 5 5","5 5 5","5 5 5"
42,"Female","HR",2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,"2, 3, 3","2, 3, 3","4 4 3","3 4 3","4 4 4"
33,"Male","SE",5,5,5,1,3,1,5,5,4,5,5,2,3,5,5,"5, 5, 5","1, 3, 1","5 5 4","5 5 2","3 5 5"
20,"Female","(nu",3,4,3,4,5,3,4,4,5,4,4,4,5,4,5,"3, 4, 3","4, 5, 3","4 4 5","4 4 4","5 4 5"
41,"Female","US",3,5,5,1,4,1,5,5,5,4,5,5,5,5,5,"3, 5, 5","1, 4, 1","5 5 5","4 5 5","5 5 5"
26,"Female","US",4,5,5,4,4,2,5,4,5,3,4,2,4,5,4,"4, 5, 5","4, 4, 2","5 4 5","3 4 2","4 5 4"
17,"Male","US",5,5,5,3,5,5,3,3,3,1,2,3,5,4,5,"5, 5, 5","3, 5, 5","3 3 3","1 2 3","5 4 5"
38,"Female","US",4,4,4,2,2,2,3,4,4,3,3,2,4,4,5,"4, 4, 4","2, 2, 2","3 4 4","3 3 2","4 4 5"
17,"Male","US",2,5,5,1,1,1,5,4,4,2,4,4,5,4,4,"2, 5, 5","1, 1, 1","5 4 4","2 4 4","5 4 4"
35,"Female","US",1,5,2,2,1,2,5,5,5,5,5,5,3,5,5,"1, 5, 2","2, 1, 2","5 5 5","5 5 5","3 5 5"
21,"Male","AU",2,1,2,2,3,2,1,2,2,4,4,3,2,2,2,"2, 1, 2","2, 3, 2","1 2 2","4 4 3","2 2 2"
21,"Male","IN",4,2,2,4,2,4,3,2,3,2,4,3,3,4,3,"4, 2, 2","4, 2, 4","3 2 3","2 4 3","3 4 3"
27,"Female","US",3,5,5,3,5,3,5,5,5,2,4,2,5,5,4,"3, 5, 5","3, 5, 3","5 5 5","2 4 2","5 5 4"
17,"Female","US",1,3,2,5,5,2,5,5,3,4,5,4,5,5,4,"1, 3, 2","5, 5, 2","5 5 3","4 5 4","5 5 4"
28,"Female","US",4,5,5,4,4,4,5,5,5,2,4,5,4,5,4,"4, 5, 5","4, 4, 4","5 5 5","2 4 5","4 5 4"
14,"Female","CA",3,4,3,3,4,3,3,4,3,4,4,3,4,5,4,"3, 4, 3","3, 4, 3","3 4 3","4 4 3","4 5 4"
17,"Female","US",3,3,3,4,4,2,5,4,4,4,4,4,4,5,4,"3, 3, 3","4, 4, 2","5 4 4","4 4 4","4 5 4"
17,"Female","US",4,5,4,2,4,4,3,4,4,4,2,2,3,4,5,"4, 5, 4","2, 4, 4","3 4 4","4 2 2","3 4 5"
17,"Male","US",3,3,4,2,4,3,4,3,3,3,4,5,3,4,4,"3, 3, 4","2, 4, 3","4 3 3","3 4 5","3 4 4"
16,"Female","US",3,5,4,2,2,1,5,5,4,3,4,3,3,3,3,"3, 5, 4","2, 2, 1","5 5 4","3 4 3","3 3 3"
16,"Male","US",4,3,5,3,3,5,3,3,3,4,4,4,4,4,4,"4, 3, 5","3, 3, 5","3 3 3","4 4 4","4 4 4"
16,"Female","US",2,5,5,4,5,3,5,5,5,4,5,5,5,5,5,"2, 5, 5","4, 5, 3","5 5 5","4 5 5","5 5 5"
17,"Male","US",3,3,4,2,3,2,4,4,4,4,4,4,4,4,3,"3, 3, 4","2, 3, 2","4 4 4","4 4 4","4 4 3"
15,"Female","US",1,4,3,5,5,4,3,1,2,5,5,5,4,4,2,"1, 4, 3","5, 5, 4","3 1 2","5 5 5","4 4 2"
16,"Female","US",3,2,4,4,5,4,5,5,4,4,5,3,4,5,4,"3, 2, 4","4, 5, 4","5 5 4","4 5 3","4 5 4"
16,"Male","US",3,3,4,2,3,2,3,2,4,3,4,4,4,4,4,"3, 3, 4","2, 3, 2","3 2 4","3 4 4","4 4 4"
1997,"Female","US",3,3,3,4,4,4,4,5,1,1,3,5,4,1,2,"3, 3, 3","4, 4, 4","4 5 1","1 3 5","4 1 2"
17,"Female","US",2,5,4,5,5,5,3,4,3,5,5,5,4,4,3,"2, 5, 4","5, 5, 5","3 4 3","5 5 5","4 4 3"
16,"Male","AT",1,2,2,5,3,5,3,4,2,2,3,1,4,4,3,"1, 2, 2","5, 3, 5","3 4 2","2 3 1","4 4 3"
17,"Female","US",2,3,2,3,3,3,2,3,4,3,3,4,4,3,3,"2, 3, 2","3, 3, 3","2 3 4","3 3 4","4 3 3"
33,"Female","US",2,3,3,5,5,3,3,4,4,5,5,3,4,5,4,"2, 3, 3","5, 5, 3","3 4 4","5 5 3","4 5 4"
18,"Male","US",4,2,4,5,5,4,2,2,3,4,5,2,4,3,4,"4, 2, 4","5, 5, 4","2 2 3","4 5 2","4 3 4"
20,"Male","US",5,5,5,2,2,2,5,3,5,3,4,3,5,5,5,"5, 5, 5","2, 2, 2","5 3 5","3 4 3","5 5 5"
40,"Female","NO",1,1,1,5,5,5,3,5,4,2,3,2,4,4,4,"1, 1, 1","5, 5, 5","3 5 4","2 3 2","4 4 4"
19,"Female","SE",1,2,2,4,4,2,3,4,3,3,2,1,4,2,4,"1, 2, 2","4, 4, 2","3 4 3","3 2 1","4 2 4"
24,"Female","US",1,2,3,4,4,4,2,5,3,4,5,1,5,5,5,"1, 2, 3","4, 4, 4","2 5 3","4 5 1","5 5 5"
17,"Male","ID",2,3,3,4,4,4,2,3,2,3,4,1,3,3,2,"2, 3, 3","4, 4, 4","2 3 2","3 4 1","3 3 2"
18,"Male","TZ",3,5,5,4,3,4,5,3,4,1,5,1,5,5,5,"3, 5, 5","4, 3, 4","5 3 4","1 5 1","5 5 5"
15,"Female","SG",1,1,1,5,5,5,5,2,1,3,3,3,5,5,5,"1, 1, 1","5, 5, 5","5 2 1","3 3 3","5 5 5"
17,"Male","US",1,2,2,1,2,1,4,4,3,3,4,2,5,5,2,"1, 2, 2","1, 2, 1","4 4 3","3 4 2","5 5 2"
19,"Female","SK",4,3,3,5,3,4,3,3,3,2,3,3,5,3,5,"4, 3, 3","5, 3, 4","3 3 3","2 3 3","5 3 5"
24,"Female","US",3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,"3, 3, 4","5, 5, 5","5 5 3","5 5 5","5 5 5"
32,"Female","US",1,3,3,5,4,3,3,4,3,3,4,3,3,4,3,"1, 3, 3","5, 4, 3","3 4 3","3 4 3","3 4 3"
20,"Female","FI",2,3,3,5,5,4,3,3,3,4,4,3,5,4,3,"2, 3, 3","5, 5, 4","3 3 3","4 4 3","5 4 3"
30,"Male","US",2,4,3,4,5,2,5,5,4,3,4,2,4,5,4,"2, 4, 3","4, 5, 2","5 5 4","3 4 2","4 5 4"
16,"Female","ES",1,1,3,4,5,5,2,3,2,3,4,2,5,5,4,"1, 1, 3","4, 5, 5","2 3 2","3 4 2","5 5 4"
34,"Male","US",2,3,4,5,5,5,2,4,5,4,4,4,3,5,4,"2, 3, 4","5, 5, 5","2 4 5","4 4 4","3 5 4"
31,"Female","RS",3,4,4,5,5,4,5,5,4,4,5,4,5,4,3,"3, 4, 4","5, 5, 4","5 5 4","4 5 4","5 4 3"
27,"Female","US",5,5,5,1,3,1,5,3,5,1,3,3,1,1,1,"5, 5, 5","1, 3, 1","5 3 5","1 3 3","1 1 1"
55,"Female","US",3,3,5,2,3,5,2,5,5,2,5,4,3,5,5,"3, 3, 5","2, 3, 5","2 5 5","2 5 4","3 5 5"
35,"Female","SE",4,4,4,3,4,2,3,3,3,4,2,4,5,4,4,"4, 4, 4","3, 4, 2","3 3 3","4 2 4","5 4 4"
60,"Male","US",1,4,2,1,4,1,3,2,4,4,2,2,5,5,5,"1, 4, 2","1, 4, 1","3 2 4","4 2 2","5 5 5"
48,"Male","CA",1,4,4,1,3,2,4,4,3,2,2,5,2,3,3,"1, 4, 4","1, 3, 2","4 4 3","2 2 5","2 3 3"
32,"Male","US",1,1,1,4,4,4,4,2,1,3,4,4,5,5,5,"1, 1, 1","4, 4, 4","4 2 1","3 4 4","5 5 5"
60,"Male","NL",2,3,4,1,3,1,3,3,4,2,3,4,2,3,4,"2, 3, 4","1, 3, 1","3 3 4","2 3 4","2 3 4"
58,"Female","US",3,4,5,1,4,1,5,5,5,1,5,1,5,5,5,"3, 4, 5","1, 4, 1","5 5 5","1 5 1","5 5 5"
22,"Male","BE",2,2,2,2,4,2,4,3,2,3,4,2,4,5,3,"2, 2, 2","2, 4, 2","4 3 2","3 4 2","4 5 3"
23,"Female","US",5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,"5, 5, 5","5, 5, 2","5 4 5","5 5 5","5 5 5"
19,"Male","LT",3,4,2,4,4,4,4,4,3,2,4,2,4,4,3,"3, 4, 2","4, 4, 4","4 4 3","2 4 2","4 4 3"
24,"Female","US",4,4,5,4,4,2,5,5,4,2,4,5,2,4,4,"4, 4, 5","4, 4, 2","5 5 4","2 4 5","2 4 4"
25,"Female",NA,1,2,4,5,5,3,3,3,3,3,3,3,4,4,4,"1, 2, 4","5, 5, 3","3 3 3","3 3 3","4 4 4"
45,"Female","NO",1,4,5,3,2,2,5,5,4,4,3,5,2,5,4,"1, 4, 5","3, 2, 2","5 5 4","4 3 5","2 5 4"
25,"Male","HU",1,3,2,3,4,1,4,4,2,2,4,2,5,4,5,"1, 3, 2","3, 4, 1","4 4 2","2 4 2","5 4 5"
25,"Female","RU",3,5,5,2,2,2,4,5,4,3,4,3,5,4,5,"3, 5, 5","2, 2, 2","4 5 4","3 4 3","5 4 5"
14,"Female","US",2,1,2,3,4,3,2,1,1,4,4,3,3,4,3,"2, 1, 2","3, 4, 3","2 1 1","4 4 3","3 4 3"
20,"Female","UG",1,5,2,4,1,1,5,5,5,5,4,5,5,3,2,"1, 5, 2","4, 1, 1","5 5 5","5 4 5","5 3 2"
